id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99
250024,0.591263,162,1.06539,1.09572,1027.27,3.23076,9.76114,-1.08482,118.639,1.52557,0.815809,1.21353,131.688,2.3547,-1.26858,0.298031,18354990,-0.0616685,-1.31808,-0.703871,0.0801168,6.61452,6959.02,9.46024,-0.574089,10.9028,127.508,1608,8.35607,6.99616,1.23586,7.6236,-1.27418,0.92997,158.249,152.216,3.21291,0.74647,1.09137,1.18765,-5.89752,2.23628,0.134529,0.517022,18.386,45.0059,7.05787,6.78401,-0.696262,212.057,2.491,1.35283,-641.321,74.7188,0.671576,1268,1344.61,2.7807,93.9703,-0.125746,4.45E+09,64.2874,4.07566,0.330975,1.12644,0.589918,0.0632204,0.808323,-8.92011,-1.92595,69.0723,-0.118597,71.3292,2.80559,4.916,516.302,-0.707404,-0.718297,4.81467,1.1282,2.31715,0.00678735,-0.171517,1.82795,3.28678,4.46781,39,0.129216,4.11083,20.0785,0.815437,4052.06,17.6315,3.67951,-0.343986,9.80904,4.03299,0.640177,1.43042,6.00601
250025,0.937182,29,-0.117131,-0.989662,8247.98,10.3366,541.278,0.00897474,97.1594,1.11728,4.0596,1.27808,150.193,2.30169,1.01993,1.59826,18460566,-0.0581364,0.830171,0.415758,0.329704,7.87237,14445.7,9.55613,-0.619222,1.64646,155.271,81181,-0.602054,2.2414,1.17395,6.66674,0.0110285,2.01351,130.348,408.708,7.34457,0.618443,1.11005,1.0019,1.28676,2.76339,0.242698,0.639589,12.5601,199.866,5.8981,-0.427042,0.599497,25.5507,2.53482,0.87186,18096.7,111.788,0.31368,1333,-16.7799,1.27153,90.1022,-0.415519,7.42E+09,52.4075,4.40936,0.38873,1.14819,0.553935,0.260892,1.04483,5.40366,1.17389,63.8136,-0.0022611,141.532,2.60974,3.52721,678.194,0.615223,1.96837,5.78663,1.31298,2.24728,0.0083298,-0.361343,-0.167095,2.14088,4.3049,12,0.15221,0.973317,0.390707,0.10007,560.372,66.0368,1.60054,0.82857,-4.86388,-0.182507,0.876903,1.66442,7.49239
250026,0.0245733,18,0.394022,-1.04737,10754.4,3.64248,25.5359,1.23117,44.0742,0.982679,3.32044,-1.00302,116.299,6.28272,-1.78798,1.09895,12373898,0.132024,-0.432899,1.01819,0.381901,2.78276,1071.32,5.63892,-1.10418,5.76362,130.266,77895,11.3662,5.99317,1.66506,7.65258,0.859976,1.15941,142.967,-0.328098,8.44159,0.644199,5.97718,0.991054,7.27971,2.67854,0.0928607,0.175679,175.611,17.1749,2.84361,6.56327,1.27639,32.0088,2.26522,1.13871,-3513.63,74.8444,-0.165609,1729,10291.3,1.70906,91.6074,1.34739,5.92E+09,64.8754,6.06661,-0.020255,1.08591,0.253755,0.0443577,0.986845,-2.12501,1.63374,135.312,-0.0398133,103.411,1.80645,6.63536,353.66,-1.48429,1.12199,6.11803,1.17244,2.13392,0.00191868,-0.527242,-0.846325,7.27277,4.09409,90,0.268925,5.19464,-0.10362,0.0826167,3814.82,28.2092,1.53974,-0.576568,-7.28224,1.34191,0.467641,1.40734,6.62337
250027,0.474282,5,0.977771,0.557781,2359.14,5.03167,62.0888,0.632143,-230,1.17862,3.60284,0.130083,151.616,0.69709,1.09195,0.0909785,480149,0.0248151,-0.442497,0.282549,0.362283,4.36974,353.031,9.0007,-0.00968734,6.05131,166.259,77854,22.222,4.43323,1.32961,6.2085,0.719398,2.47864,121.404,10.6599,5.96612,0.907902,3.95819,0.851313,0.316719,2.85235,0.419033,0.538038,82.7027,42.0579,2.89586,2.60062,1.6322,104.419,1.48675,0.00939979,141105,42.9406,-0.0156407,1109,4361.19,1.45466,96.4502,-0.383747,5.58E+09,68.9354,4.72838,0.249668,1.15721,0.672243,0.255634,0.933882,1.5557,1.50383,96.6496,0.066519,70.6562,2.75736,4.24199,709.265,0.979607,1.36415,6.89038,1.17303,2.02081,0.00121883,-0.632532,2.48434,5.08521,4.39499,390,0.368905,10.9316,24.095,0.305778,34633.1,11.3254,1.64678,0.471563,1.11907,2.63343,0.37857,1.2665,2.71893
250028,1.00221,56,-0.125875,-0.707109,3818.88,14.6124,24.8545,0.879417,197.579,1.17947,1.35206,1.21657,125.505,11.6112,1.24916,0.314943,13758714,0.00178391,-1.42626,0.948446,0.158567,11.2007,1323.5,10.0918,-1.16797,5.00752,136.155,80879,0.92328,7.08603,1.10402,6.46234,-0.301874,2.14915,126.93,322.235,7.89465,-0.89341,-1.64392,1.19027,-1.47614,2.34435,0.14454,0.394153,150.465,18.2345,5.5351,5.37762,0.00694096,160.769,1.28236,-0.00629749,-4618.51,88.4291,2.0183,3,2667.61,1.65682,78.0915,-0.487947,4.28E+08,94.464,5.76499,0.173942,1.11246,0.504819,0.254162,0.647229,-8.15801,1.5929,69.2248,-0.0697052,117.701,2.7084,2.66377,27121.5,0.71304,1.10742,4.83856,1.24701,1.51146,0.0276103,-0.279401,-0.0798686,3.3138,4.84133,14,0.632592,7.57523,-0.929786,0.251887,4262.48,15.4421,1.7892,0.372753,5.11678,2.15781,0.586085,1.20315,13.6014
250029,0.525265,66,0.591755,-1.18864,1234.8,8.63115,151.807,0.364926,-18.0951,1.30944,5.04282,0.861413,120.37,2.42401,1.26003,0.677239,1333924,-0.0244449,0.803546,-0.986256,0.00102489,4.76448,361.645,7.81607,-0.817952,6.97905,165.348,4364,22.0359,5.30393,1.18246,4.58796,-0.428735,0.670058,129.075,238.905,15.5887,0.557642,-0.473799,1.1676,13.9539,3.18889,0.304963,0.299251,113.641,36.7749,10.5879,11.086,-0.350047,49.442,2.74622,0.249088,3632.59,99.3647,-0.598619,647,70.1933,2.69071,98.449,-0.771627,3.48E+09,40.9566,1.24677,0.0487605,1.12199,0.553873,0.119646,1.01091,2.61058,1.39857,113.252,0.225205,31.9237,2.55175,4.86113,14.756,1.49426,1.5249,5.92073,1.28964,1.33149,-8.54E-05,-0.445014,0.217432,1.51004,4.57404,522,-0.745981,3.88128,11.6267,0.680411,17416,10.905,1.49081,0.142232,12.7333,3.57922,0.823587,2.32368,25.4414
250030,0.504967,116,-0.949003,0.00574786,-449.875,4.24064,79.1618,0.734797,-24.4571,1.1344,0.381577,-1.26454,152.001,6.11481,1.16957,1.45507,13551574,-0.0160582,1.2643,0.24103,0.196447,7.91461,1195,8.99375,-0.742513,2.98675,158.291,11164,26.217,7.47693,1.1758,5.49801,-0.937058,1.94753,150.327,19.0799,8.40424,-2.55248,1.42396,0.707263,5.06024,2.32148,0.256398,0.257928,17.1816,97.7495,3.98314,7.28125,0.55365,131.397,3.52376,-0.00727904,18543.4,90.1865,-0.357142,5,-210.297,1.73537,101.963,-0.255158,7.33E+09,42.682,2.69789,0.245856,1.16156,0.448656,0.182397,1.08889,11.6761,1.43228,64.5935,0.292324,15.6909,2.48588,2.88945,474.563,-0.801173,-1.87673,5.53983,1.1037,1.53811,-0.000447765,-0.541103,0.201508,5.0904,3.05462,26,-0.169043,7.93214,1.74903,1.0332,5526.37,42.113,1.24601,-0.529785,-3.17698,3.12553,0.267471,1.23312,6.81196
250031,0.0252211,213,0.844152,1.39551,13631.9,9.8415,65.9998,-0.62887,-11.9726,1.43446,-4.32578,1.02866,156.608,9.64248,3.58183,0.616516,25734613,0.00929352,0.498432,0.878385,0.138876,15.4078,588.553,12.7897,-1.09082,2.38425,148.435,87730,0.437525,7.46488,1.2884,5.57072,0.548353,1.55876,155.226,1.69931,2.37176,-2.33498,1.09707,0.840269,-1.29498,1.67998,0.108093,0.393878,252.712,324.081,8.66523,6.97164,-0.615433,29.1254,1.41425,1.10345,86051,83.9616,-1.06222,2451,-49.8379,1.53313,80.5052,0.333162,8.87E+09,28.8247,9.2999,0.10424,1.11105,0.331666,0.278201,1.11503,5.33258,-5.28122,4.82653,-0.0860933,9.97111,3.42636,3.83466,153.962,1.39897,1.61119,7.12553,1.27639,1.27399,0.000317836,-0.208605,0.480881,3.99681,4.48062,509,0.0167364,4.10097,12.7625,0.90163,539.608,37.3355,3.2934,-0.202801,-6.52081,0.470744,0.725909,1.39787,5.56791
250032,0.992349,114,0.613391,0.47558,3341.62,0.569601,25.5353,-1.04423,97.6261,1.08422,3.17907,0.254808,120.89,1.26889,1.69225,0.718666,348554,0.0132554,0.822472,-0.387453,0.104941,2.24952,728.089,3.16914,-0.850784,1.61646,168.751,76156,2.95187,0.816556,1.28887,6.08117,-0.962658,1.53393,122.486,407.855,8.06725,0.175365,-3.61194,-0.933836,3.01494,2.18145,0.126081,0.651713,77.4757,21.3342,8.14502,3.69708,0.525521,59.9289,1.59924,0.979188,41930,46.9694,-0.146611,1289,5867.94,2.40096,125.496,2.09964,2.54E+09,64.9021,5.9167,0.337385,1.1442,0.436151,0.309059,-0.443036,-5.63723,1.51127,66.9576,0.0252933,79.6396,3.51436,6.22527,747.514,-0.0724871,2.98567,6.93503,1.16072,3.7196,0.00186547,-0.429586,0.204655,2.67197,4.53265,84,0.396684,9.16626,-1.21519,1.25527,3842.08,24.0774,1.473,0.332998,11.2347,1.78903,0.293569,1.40914,8.22165
250033,0.557542,6,-0.321157,1.44877,6930.42,5.99222,422.216,1.28498,104.024,1.23104,1.27516,-0.605684,138.613,3.44212,0.449185,0.833736,18686941,-0.0238059,0.531495,-0.0430348,0.0571982,9.99884,16196,6.3301,0.209222,5.88729,142.931,12164,3.93228,5.47483,1.12698,6.42844,-0.416724,2.99396,156.138,354.07,3.83451,-0.355831,1.08564,0.622462,9.40448,2.46283,0.0284763,0.0839769,116.471,116.201,5.57577,9.20959,1.37584,95.1356,2.68947,1.44399,432.651,83.7323,-0.675936,1174,2124.14,2.49684,71.9475,2.74937,4.32E+09,6.72411,11.1011,0.252099,1.13142,0.205668,0.307095,0.816531,3.62939,2.29396,42.8701,0.0780196,74.2996,1.59022,7.12746,-32.7308,0.0177124,4.02131,5.40598,1.43885,2.44546,0.030119,-0.213591,-0.184131,0.885934,4.25943,12,-0.312393,7.37135,-0.0531122,0.442001,3475.45,23.3098,1.06693,0.47637,-3.12653,1.5845,0.248059,0.974923,12.2275
250034,0.0243159,42,-0.78627,-0.0991322,170.216,15.4663,155.184,0.34146,92.1615,1.13653,-5.56644,1.53821,123.678,8.34032,1.03119,0.24672,14340335,-0.016524,0.414872,-0.539493,0.996082,4.83818,992.629,5.498,-0.789877,7.8532,125.694,84703,3.22792,6.3116,1.18912,5.35113,-0.711988,1.83045,126.014,204.131,6.48132,1.46342,1.7579,1.05468,10.8345,4.20424,0.291365,0.196497,24.8067,208.885,6.57546,4.97759,-0.649211,49.0067,2.73343,1.25208,-133.497,103.044,-0.464291,2280,982.001,3.57925,89.327,3.21639,3.55E+09,3.37718,8.48321,0.213359,1.6692,0.629227,0.180738,0.74833,24.6711,1.75452,149.508,0.245595,71.1463,3.6195,3.37185,-71.1437,0.00606633,1.58984,5.20857,1.1135,0.750032,-0.000312564,-0.506866,2.04323,3.48233,4.6644,29,0.55211,2.71707,-1.52161,0.206691,555.977,-1.20575,1.33259,0.733039,5.48024,3.11899,0.391492,1.25291,10.5456
250035,0.968666,35,0.623306,0.266441,20308.5,5.08987,108.559,-0.159415,90.5265,1.17617,0.772853,-0.0799809,155.912,7.47967,-0.792582,0.23774,10267095,-0.123805,0.622796,-0.417748,0.778206,9.55026,6234.83,7.24794,0.448915,9.93693,114.285,82094,16.4039,3.07381,1.13119,6.59193,-1.42332,1.53838,126.15,711.856,4.69053,1.48797,2.82703,0.999723,1.29102,2.24666,0.185876,0.20668,21.0369,105.319,8.88394,12.5522,1.46718,75.388,1.25017,1.3936,297.819,84.6881,0.410066,1806,95.2928,1.7399,91.2005,0.0254826,7.13E+09,28.975,3.13638,0.260653,1.21088,0.506198,0.160941,0.85464,9.30298,1.63152,90.0778,0.0038747,92.053,3.55273,3.96194,1660.95,-0.400066,1.12236,9.74964,1.32289,1.81,0.0016036,-0.360888,0.580199,2.94905,6.63531,110,-0.434578,3.75572,-0.535941,-0.025951,12683.3,12.6565,1.56286,0.448309,-2.59356,1.13185,0.39347,1.92633,1.38531
250036,0.48145,43,-0.476604,-0.754322,245.763,9.59526,331.982,0.625013,135.427,1.2245,1.53927,-0.430285,112.12,11.4725,-3.60131,0.948557,13787782,-0.226393,0.162965,-0.369608,0.0896145,5.23006,6982.37,5.70728,-1.09836,7.36905,129.947,82115,5.75146,6.54306,1.31232,4.05111,-0.67309,1.57294,141.65,60.4304,3.90358,-0.63393,0.998942,0.624877,-8.80221,1.94132,0.051317,0.489934,95.1931,140.925,8.66629,3.08015,-1.18108,40.5854,2.4305,1.34113,-1973.77,101.255,-0.0855828,481,2954.51,1.80825,82.2432,-0.628067,1.06E+09,104.653,5.61271,0.284904,1.15272,0.452097,0.2223,-0.216974,-3.36584,1.95535,98.6945,0.152423,53.7138,3.51235,5.26836,2531.46,0.812221,1.00879,4.7353,1.19397,2.33015,-0.00163492,-0.604955,-0.120017,0.940926,5.22882,403,0.382056,2.12114,-0.673907,0.158515,41630.7,36.587,3.13306,-0.0997422,10.1403,2.26661,0.817527,1.58638,1.09532
250037,0.42558,81,0.354401,0.815827,7415.26,3.36759,105.559,-1.1266,18.3512,1.22534,-0.141025,-0.410857,130.892,4.57059,0.840968,0.744039,12844546,0.0352323,0.533574,-0.736903,0.034567,25.5391,5770.37,3.57153,-1.51186,7.18534,110.403,77194,19.2782,4.98873,1.12465,4.46854,0.793694,1.99966,156.518,118.496,9.67276,0.913058,1.42113,1.02223,8.1599,2.8089,0.191447,0.281957,26.6119,70.0957,1.80931,3.83616,-0.845138,58.4682,1.70207,0.994769,-40346.4,96.4614,1.56112,1260,922.663,1.94878,92.218,-0.412716,5.61E+09,88.8043,2.9279,0.141339,1.05703,0.564799,0.0905838,0.880843,-1.12695,-1.18118,118.514,0.159592,26.8184,2.26839,0.718033,2890.67,0.372532,1.0921,7.0452,1.4723,1.79636,0.00982598,-0.198142,0.711901,2.30192,4.51701,22,-0.168329,8.78277,-0.00846618,0.224932,22488.5,19.2841,1.47074,-0.781829,5.82077,1.59194,0.527604,1.27797,8.33938
250038,0.961714,106,0.26124,0.972006,137.648,14.5348,50.0281,0.908572,-128.597,1.19017,3.1871,-1.08746,125.778,5.78324,4.05658,1.34961,12019966,-0.0592971,0.694653,0.0881117,1.049,8.36109,63.3984,20.855,0.242436,5.72014,130.362,81199,4.35051,6.1981,1.16732,4.18897,0.7526,1.22629,152.427,352.006,5.8466,1.85497,1.28053,1.01049,-2.24365,2.27227,-0.00494782,0.239942,47.8371,216.666,3.45167,2.57518,-1.52694,115.605,3.65118,-0.00630554,521.066,98.4701,2.84347,649,50.2566,1.66318,49.1735,0.182713,6.83E+09,29.3785,1.23095,0.203983,1.15797,0.0670305,0.262823,1.21721,2.87108,2.21042,1.5336,-0.0674637,26.5799,1.64406,3.08742,2214.09,-0.0201415,-0.919164,6.15097,1.15589,2.31696,0.00127573,-0.260472,2.06869,4.80502,6.38959,39,0.000366273,3.27176,-0.87899,0.592829,5650.26,3.21925,1.62419,0.728451,8.10465,1.55783,0.763902,1.54827,0.99031
250039,1.00586,11,-0.2097,-0.0692578,150.821,13.4197,59.7646,-0.556913,27.7479,1.09713,1.42026,-0.961788,162.09,11.9372,1.22198,1.13209,561765,0.0757596,0.313484,0.635231,0.00600661,11.5991,10272,7.19214,-0.0908049,5.7505,151.554,82857,-1.29281,7.69357,1.0443,9.02628,0.625178,1.94734,155.546,65.3386,5.96522,-0.161426,-2.99773,0.893559,-9.82443,2.3292,0.152851,0.462336,116.857,98.4583,9.40357,5.87195,-1.21788,172.435,2.69857,-0.0277158,36967.7,94.763,-0.646457,48,233.892,1.5816,58.2209,-0.39348,4.86E+09,134.094,2.06677,0.141557,1.17048,0.628546,0.0368445,0.99203,-13.4509,2.28086,51.9893,-0.026683,57.8868,3.45521,4.18973,2660.91,-0.736713,3.39904,7.6877,1.21372,1.5341,0.0122942,-0.179564,0.540463,2.44923,5.44587,23,0.286836,4.85214,5.27508,0.531401,-62.6745,34.6795,3.05567,-0.355255,-0.536641,4.1366,0.283503,1.58058,7.72786
250040,0.457535,117,0.69002,-1.01393,155.883,2.89783,24.4204,-0.686137,273.863,1.13492,4.92391,0.540615,150.3,7.19741,-0.834673,0.440831,12706194,-0.0474718,0.304493,0.181337,0.420661,10.5638,9388.84,6.66534,0.557098,6.68605,169.84,15495,16.7224,7.29229,1.1079,8.37316,-0.0134374,0.907379,128.021,71.1436,5.03553,0.568069,1.11267,1.58047,-1.5873,1.25973,0.239265,0.524053,251.199,84.658,13.8183,9.90414,-0.618713,117.99,1.61041,0.0208778,49484.3,80.035,-0.350803,339,5611.63,4.18253,101.274,1.31744,1.77E+09,143.989,1.12435,0.22633,1.24957,0.449501,0.24817,1.02368,2.08934,0.89016,45.5597,0.0155402,112.342,1.87311,4.00137,997.642,0.640072,-3.19624,6.29188,1.18365,1.69277,0.00145509,-0.508136,0.617006,6.4276,4.17311,56,-0.540345,3.57594,19.2112,0.00187619,10554.7,9.76034,1.60045,-1.30796,-3.62147,2.38209,0.197363,2.21955,3.12132
250041,0.589151,49,0.472003,1.21733,5632.95,7.34715,9.4574,0.841565,12.8482,1.21271,-0.604179,-0.570993,123.817,7.71288,-1.37871,0.440768,25587474,0.0293308,0.992935,0.442392,0.19197,13.8378,181.608,5.1101,0.95309,5.85425,140.632,13422,-1.19674,5.97061,1.29033,7.19508,-0.570519,2.74044,121.037,264.993,2.91197,-0.68656,1.31337,1.5193,3.23036,2.40257,0.00215523,0.700514,46.6355,51.656,4.91559,3.01132,0.437924,36.4609,1.16675,0.523868,-2697.58,83.3821,-0.199461,1221,2125.88,1.4277,89.9852,-0.0825278,5.37E+09,26.48,1.64124,0.43638,1.16995,0.766218,0.152742,1.35927,2.27757,1.86564,51.5064,0.197207,75.0295,2.6406,1.21082,343.447,-0.730238,1.48903,7.52482,1.13147,1.3744,-0.00081201,-0.11729,-0.0296918,4.37435,4.43832,1072,0.35314,4.6444,0.965621,-0.0271779,85.427,14.0694,3.61522,-0.455957,-2.44752,2.41388,0.50038,1.37165,10.2571
250042,0.743967,10,0.54547,0.531053,-82.315,10.0487,45.2515,0.848356,62.3204,1.41821,0.373367,-0.836514,156.399,15.7681,-1.88541,0.827636,20492894,-0.0151858,-0.573019,1.10452,0.684186,7.83273,-46.6267,7.70712,-1.44865,7.97363,149.019,3183,-0.333231,7.442,1.11679,4.33397,0.518297,1.46444,124.864,230.998,7.88652,-1.75541,-2.57659,0.734657,4.64386,1.72973,0.11479,0.642649,12.7107,9.78916,5.3257,5.6931,0.344417,207.744,2.31286,1.54594,1693.79,56.1777,-0.182959,909,737.712,2.5437,90.0933,1.80282,3.55E+09,57.6488,3.86619,0.0451107,1.12495,0.334889,0.234788,1.10199,-9.942,1.32123,82.4874,0.0533583,33.973,3.28946,5.65841,119.053,0.546508,6.29779,2.89453,1.54961,1.3613,0.0118192,-0.456051,0.26449,2.11814,6.63255,525,1.12928,3.77167,6.5496,0.620259,116.459,10.2062,2.06163,-0.879053,-2.26082,0.999941,0.542312,2.05286,12.0132
250043,0.348233,25,-0.612829,-0.700614,5521.38,1.41275,143.345,0.987304,-120.995,1.18982,0.769711,-1.64374,126.122,2.25688,1.20386,0.471085,18341733,-0.0233198,1.05449,0.556413,0.350318,9.56931,654.861,13.0204,-0.885894,9.74163,130.318,75997,8.03805,9.56189,1.11382,7.34198,-1.04947,2.76317,151.592,12.9871,2.51956,1.61234,0.767696,-0.171261,2.41692,2.24484,0.148186,0.280464,130.423,156.37,8.2376,3.42589,1.14493,99.4196,1.53649,1.45346,-819.671,102.996,0.48007,1793,435.721,1.0001,61.6215,4.25335,6.56E+09,27.0754,6.79736,0.0950846,1.18258,0.572703,0.170776,1.14098,10.4142,1.53382,51.2599,-0.110145,55.3042,1.85394,3.50139,121.335,0.621512,-0.441909,8.24455,1.56252,1.41771,0.0136324,-0.522198,-0.684982,3.24993,3.13789,1052,0.221374,2.07075,-0.682457,0.772085,14891.5,30.3013,3.64988,-0.366601,6.36636,2.35783,0.859345,1.26549,29.5393
250044,0.358359,39,4.49379,-0.553516,2948.41,12.7734,170.607,0.00724029,39.597,1.14127,3.24332,-0.45249,158.167,11.3308,-2.71372,1.18004,9737424,0.0431814,-0.348547,-0.987194,0.022218,6.5033,103.924,6.324,0.0897419,2.77419,140.618,15738,14.9963,4.45263,1.45909,8.2566,-1.65719,-0.291224,156.173,639.747,7.98384,-1.85717,0.429697,0.142295,-5.70921,2.05153,0.0463138,0.245519,141.636,51.1872,3.28718,8.44245,-1.30048,18.9717,1.33346,1.26026,-2766.43,82.0569,-0.0951912,1287,275.048,2.44862,44.2731,1.80335,3.25E+09,82.6341,5.64183,0.171671,1.11963,0.44638,0.0761998,0.479766,0.654355,2.08175,70.1888,-0.0455987,157.293,2.34667,3.02177,980.118,1.15885,4.49228,10.7573,1.15695,1.38971,0.00197036,-0.383975,0.212175,3.29727,4.25299,389,-0.476205,2.90831,-0.827989,0.203085,32017.4,24.6326,3.99047,-0.131556,4.79335,2.86351,0.403377,2.4875,12.4502
250045,0.611543,19,-0.739402,-0.98234,1945.46,7.394,202.078,0.424023,130.945,1.13979,-1.04545,1.38302,153.624,16.0376,1.42791,0.258823,15253623,-0.023588,-0.807778,-1.23832,0.0048585,24.7559,5370.03,1.70898,-0.787052,3.46313,102.954,81091,-0.517785,10.7585,1.15777,5.24776,-1.33447,1.41934,129.279,167.891,7.46597,-0.373631,1.14742,1.36039,-0.664006,1.71578,0.0747956,0.553221,56.0934,312.214,10.3046,6.68283,-0.542493,42.297,2.31314,0.864662,-32144.4,75.0918,0.81212,1394,387.184,1.59696,89.7958,0.597367,1.24E+09,27.1022,5.29281,0.272864,1.12644,0.578786,0.32685,1.06866,2.20901,2.07386,27.026,0.143863,74.9844,2.4682,2.27989,203.384,-0.907721,1.04622,6.37802,1.08532,1.55907,-0.00203634,-0.469754,0.375652,2.49098,3.24276,392,-0.153408,1.92903,24.2166,0.355325,13646.9,15.0757,1.38344,0.365209,6.14976,5.11013,0.801763,1.33042,4.48186
250046,0.858316,101,-0.214106,-0.905526,14.4377,4.40696,42.9445,0.00739388,11.7552,1.22966,-0.271515,-0.378195,124.071,4.95693,1.40322,0.138025,3463061,-0.166739,-0.297119,0.104306,0.00637665,19.5906,4673.43,4.00925,-1.17339,2.96486,122.879,13672,-1.03626,3.25015,1.24481,5.87529,-0.607495,1.93168,155.576,236.772,5.70903,-0.667222,1.44845,0.891474,1.54847,2.28873,0.00154511,0.237516,8.71041,54.4182,2.01717,3.5138,-0.898095,67.7474,1.44351,1.32257,-1775.16,110.197,-0.762718,634,2886.81,4.28419,89.351,0.284755,3.84E+09,41.0776,3.68031,0.129662,1.17879,0.850557,0.131442,0.575337,29.6858,1.29656,162.184,-0.0508085,76.5767,2.98114,4.3475,390.758,-0.997971,1.62418,4.52803,1.14377,2.75607,0.0290309,-0.321465,-0.248011,2.62708,4.38868,105,-0.132258,16.6875,3.15056,0.628026,12639.7,12.4184,1.33168,-0.563983,-10.7058,2.43111,0.561213,1.65621,10.4276
250047,0.808383,17,-1.22804,-1.11028,33279,6.62898,-2.34368,0.769614,34.3121,1.15744,-6.46484,1.1859,148.311,8.95825,1.04176,3.15253,4942428,-0.0531167,-0.43972,0.310836,0.117681,5.88817,434.505,12.9743,0.603174,7.47768,128.081,78427,-0.517501,5.89776,1.44415,3.9588,1.00128,0.615741,145.783,297.23,4.08757,1.09577,1.05513,-0.612739,-2.96056,2.35333,0.219189,0.744861,107.43,285.298,10.433,4.73532,-0.679006,56.9826,1.43448,0.774563,-6314.31,86.3721,-0.283355,7,11558.6,1.79651,89.425,-0.476964,5.24E+09,175.837,7.34824,0.246291,1.18904,0.168421,0.306515,1.04377,-3.39136,0.611576,61.8436,0.134685,54.0934,2.46554,4.46144,55.4569,0.0235345,1.48206,12.1774,1.12736,3.19542,-0.00127505,-0.106543,0.799921,5.17141,4.39959,45,0.651801,3.49809,3.04073,0.409534,179.019,20.0894,2.91786,0.404273,2.88227,2.07794,0.714836,1.39032,3.23
250048,0.0757465,120,0.894261,-1.26071,0.0180031,6.92867,39.2514,0.982274,-141.414,1.20681,2.73452,-0.0310207,162.088,5.24783,-1.07936,0.387923,15840871,0.0674672,0.823262,-0.15063,0.112373,13.2931,1161.52,5.07201,-0.968772,1.80803,133.57,14485,6.98846,3.20237,1.16974,7.93568,0.772246,2.49074,126.187,488.771,2.32588,-1.0149,1.342,1.03916,-10.9712,3.03335,0.173478,0.110098,120.989,567.95,3.77515,1.67895,1.21421,24.5312,1.34892,0.917783,39640.8,96.9079,0.10248,1508,8637.28,4.15346,63.2758,-0.108968,3.57E+09,69.9397,3.24023,0.293812,1.21071,0.416429,0.225129,1.03455,-9.47748,1.56077,104.223,-0.0726731,48.4771,1.7263,1.86085,-120.998,0.59139,2.32684,3.88249,1.1585,2.19385,0.0169569,-0.516025,0.508104,2.79568,4.45618,63,0.582469,7.89564,-0.380969,0.652157,3879.25,12.3132,1.37076,0.332315,11.0167,1.49528,0.67546,1.50421,17.1208
250049,0.551809,12,-0.790038,-1.06956,2073.44,2.37866,523.298,0.783866,-45.0167,1.09212,2.5165,0.784739,149.65,0.843706,1.41165,0.252234,20521509,0.104632,-0.587455,0.546312,0.9653,5.08795,53.0726,6.54359,-0.896794,2.85173,112.233,76650,3.76398,8.76431,1.34485,4.89022,-0.91294,1.71524,126.99,144.55,14.2539,0.198879,2.41228,-0.380687,3.83819,2.17027,0.190254,0.509819,253.367,113.915,7.64896,6.30487,0.0633748,72.0041,1.36813,-0.877352,135320,56.7687,0.430215,2320,50.4986,1.5114,89.7923,0.152516,1.61E+09,8.96511,3.86661,0.334408,1.14863,0.453647,0.166891,1.34318,9.29668,1.67482,7.99733,0.0413544,69.8662,3.57747,1.30726,641.7,-0.0618331,-3.10194,5.43182,1.18457,2.27609,0.00233954,-0.204741,0.60493,4.08814,4.33441,512,0.428574,4.93178,-0.286733,0.151118,34.6345,8.87505,1.38861,0.0602449,14.4286,3.11813,0.449604,1.34064,3.18142
